,column_name,shap_importance
1685,Impaired Skin Drainage Amount #4,0.0
1686,Impaired Skin Drainage Amount #5,0.0
2111,PCA bolus,0.0
2109,PCA attempt,0.0
1687,Impaired Skin Drainage Amount #6,0.0
2108,PCA 1 hour limit units,0.0
1688,Impaired Skin Drainage Amount #7,0.0
2107,PCA 1 hour limit,0.0
2106,PCA  dose units,0.0
2105,PBP (Prefilter) Replacement Rate,0.0
2104,PAR-Respiration,0.0
1689,Impaired Skin Drainage Amount #8,0.0
2102,PAR-Oxygen saturation,0.0
1690,Impaired Skin Drainage Amount #9,0.0
2098,PAP Alarm Source (Veletri),0.0
2097,PAP Alarm Source,0.0
1692,Impaired Skin Length #10,0.0
2094,PA Catheter placed in outside facility,0.0
2093,PA Catheter Zero/Calibrate,0.0
2092,PA Catheter Waveform Appear,0.0
2114,PCA concentrations,0.0
2116,PCA inject,0.0
2140,PT Splint Location #1,0.0
2117,PCA lockout (min),0.0
1668,Impaired Skin Depth #7,0.0
1669,Impaired Skin Depth #8,0.0
2137,PICC Line placed in outside facility,0.0
2136,PICC Line Tip Cultured,0.0
2135,PICC Line Site Appear,0.0
1670,Impaired Skin Depth #9,0.0
2133,PICC Line Placement Confirmed by X-ray,0.0
2132,PICC Line Dressing Occlusive,0.0
2131,PICC Line Discontinued,0.0
2130,PICC Biopatch,0.0
1671,Impaired Skin Drainage #1,0.0
1672,Impaired Skin Drainage #10,0.0
2129,PICC - Heparin Dependent,0.0
2128,PHPaCO2Score_ApacheIV,0.0
1673,Impaired Skin Drainage #2,0.0
2127,PHApacheIIValue,0.0
1674,Impaired Skin Drainage #3,0.0
1675,Impaired Skin Drainage #4,0.0
1676,Impaired Skin Drainage #5,0.0
1677,Impaired Skin Drainage #6,0.0
1678,Impaired Skin Drainage #7,0.0
2122,PCWP,0.0
2121,PCV Level,0.0
2120,PCA total dose units,0.0
2119,PCA total dose,0.0
2118,PCA medication,0.0
1679,Impaired Skin Drainage #8,0.0
2025,Neurological,0.0
2004,NMB Medication,0.0
2023,Neuro Mon Line Type,0.0
1777,In-line Suction Catheter Changed,0.0
1781,Incision #1- Location,0.0
1780,Incision #1- Dressing Status,0.0
1874,Indwelling Port (PortaCath) Site Appear,0.0
1779,Incision #1- Cleanse,0.0
1876,Indwelling Urinary Catheter Care,0.0
1778,Incentive Spirometry,0.0
1776,Impella Postion Confirmed,0.0
1870,Indwelling (PortaCath) Port #2,0.0
1877,Infection NCP - Expected outcomes,0.0
1775,Impella Position,0.0
1878,Infection NCP - Goal,0.0
1774,Impella Placement Confirmed,0.0
1879,Infection NCP - Interventions,0.0
1880,Infection NCP - Plan revised,0.0
1871,Indwelling (PortaCath) Port Type,0.0
1782,Incision #1- Treatment,0.0
1760,Impaired Skin Wound Base #9,0.0
1861,Incision Packing #3,0.0
1857,Incision Dressing #5,0.0
1858,Incision Dressing #6,0.0
1859,Incision Packing #1,0.0
1784,Incision #2- Dressing Status,0.0
1860,Incision Packing #2,0.0
1783,Incision #2- Cleanse,0.0
1862,Incision Packing #4,0.0
1869,Indwelling (PortaCath) Port #1,0.0
1863,Incision Site #1,0.0
1864,Incision Site #2,0.0
1865,Incision Site #3,0.0
1866,Incision Site #4,0.0
1867,Incision Site #5,0.0
1868,Incision Site #6,0.0
1881,Infection NCP - Problem resolved,0.0
1882,Infection NCP - outcomes met,0.0
1883,Infusate Drops/Minute,0.0
1907,Knee Location - Immobilizer,0.0
1767,Impella Catheter Position,0.0
1904,Judgement,0.0
1766,Impaired Tissue Perfusion NCP - Problem resolved,0.0
1905,Knee Immobilizer Status,0.0
1906,Knee Location - CPM,0.0
1765,Impaired Tissue Perfusion NCP - Plan revised,0.0
1764,Impaired Tissue Perfusion NCP - Outcomes met,0.0
1773,Impella Line Type,0.0
1908,Known difficult intubation,0.0
1763,Impaired Tissue Perfusion NCP - Interventions,0.0
1762,Impaired Tissue Perfusion NCP - Goal,0.0
1911,LDL measured,0.0
1912,LL Strength/Movement,0.0
1761,Impaired Tissue Perfusion NCP - Expected outcomes,0.0
1901,Intubated_ApacheIV,0.0
1768,Impella Catheter Repositioned,0.0
1899,Intra Cranial Pressure Alarm - Low,0.0
1897,Intra Cranial Pressure #2 Alarm - Low,0.0
1896,Intra Cranial Pressure #2 Alarm - High,0.0
1895,Intra Cranial Pressure #2,0.0
1893,Intra Aortic Balloon Pump Setting,0.0
1892,Intra Aortic Ballon Pump Setting,0.0
1891,Interpreter,0.0
1769,Impella Catheter Site,0.0
1890,Insulin pump,0.0
1770,Impella Dressing Occlusive,0.0
1771,Impella Line Discontinued,0.0
1772,Impella Line Site Appear,0.0
1886,Inspiratory Ratio,0.0
1885,Insomnia,0.0
1884,Infusion Pressure of Line,0.0
1856,Incision Dressing #4,0.0
1855,Incision Dressing #3,0.0
1854,Incision Dressing #2,0.0
1821,Incision Cleansing #1,0.0
1817,Incision Appearance #6,0.0
1818,Incision Appearance #7,0.0
1797,Incision #5- Location,0.0
1819,Incision Appearance #8,0.0
1820,Incision Appearance #9,0.0
1796,Incision #5- Dressing Status,0.0
1822,Incision Cleansing #2,0.0
1791,Incision #4- Cleanse,0.0
1795,Incision #5- Cleanse,0.0
1823,Incision Cleansing #3,0.0
1824,Incision Cleansing #4,0.0
1794,Incision #4- Treatment,0.0
1793,Incision #4- Location,0.0
1792,Incision #4- Dressing Status,0.0
1798,Incision #5- Treatment,0.0
1799,Incision #6- Cleanse,0.0
1800,Incision #6- Dressing Status,0.0
1801,Incision #6- Location,0.0
1816,Incision Appearance #5,0.0
1815,Incision Appearance #4,0.0
1814,Incision Appearance #3,0.0
1813,Incision Appearance #2,0.0
1802,Incision #6- Treatment,0.0
1812,Incision Appearance #1,0.0
1811,Incision #9- Treatment,0.0
1803,Incision #7- Cleanse,0.0
1810,Incision #9- Location,0.0
1809,Incision #9- Dressing Status,0.0
1808,Incision #8- Treatment,0.0
1804,Incision #7- Dressing Status,0.0
1807,Incision #8- Location,0.0
1825,Incision Cleansing #5,0.0
1790,Incision #3- Treatment,0.0
1785,Incision #2- Location,0.0
1847,Incision Drainage Amount #4,0.0
1843,Incision Drainage #9,0.0
1788,Incision #3- Dressing Status,0.0
1787,Incision #3- Cleanse,0.0
1844,Incision Drainage Amount #1,0.0
1845,Incision Drainage Amount #2,0.0
1846,Incision Drainage Amount #3,0.0
1786,Incision #2- Treatment,0.0
1826,Incision Closure #1,0.0
1848,Incision Drainage Amount #5,0.0
1849,Incision Drainage Amount #6,0.0
1850,Incision Drainage Amount #7,0.0
1851,Incision Drainage Amount #8,0.0
1852,Incision Drainage Amount #9,0.0
1853,Incision Dressing #1,0.0
1842,Incision Drainage #8,0.0
1841,Incision Drainage #7,0.0
1840,Incision Drainage #6,0.0
1839,Incision Drainage #5,0.0
1838,Incision Drainage #4,0.0
1837,Incision Drainage #3,0.0
1836,Incision Drainage #2,0.0
1789,Incision #3- Location,0.0
1835,Incision Drainage #1,0.0
1834,Incision Closure #9,0.0
1833,Incision Closure #8,0.0
1832,Incision Closure #7,0.0
1831,Incision Closure #6,0.0
1830,Incision Closure #5,0.0
1829,Incision Closure #4,0.0
1828,Incision Closure #3,0.0
1827,Incision Closure #2,0.0
1913,LLE Color,0.0
1914,LLE Sensation,0.0
2022,Neuro Drain Landmark,0.0
1989,Motor L Leg,0.0
1984,Motor Current (mA) High (R),0.0
1985,Motor Current (mA) Low,0.0
1725,Impaired Skin Treatment #4,0.0
1986,Motor Current (mA) Low (R),0.0
1987,Motor Deficit,0.0
1988,Motor L Arm,0.0
1990,Motor R Arm,0.0
1982,Mobilization Plan,0.0
1991,Motor R Leg,0.0
1992,Multi Lumen - Obturator in place,0.0
1724,Impaired Skin Treatment #3,0.0
1723,Impaired Skin Treatment #2,0.0
1994,Multi Lumen Line Discontinued,0.0
1995,Multi Lumen Line Tip Cultured,0.0
1983,Motor Current (mA) High,0.0
1726,Impaired Skin Treatment #5,0.0
1915,LLE Temp,0.0
1733,Impaired Skin Type #2,0.0
1734,Impaired Skin Type #3,0.0
1971,Metabolic disturbance NCP - Problem resolved,0.0
1972,Midline Discontinued,0.0
1973,Midline Dressing Occlusive,0.0
1974,Midline Placement Confirmed by X-ray,0.0
1975,Midline Site Appear,0.0
1976,Midline Tip Cultured,0.0
1727,Impaired Skin Treatment #6,0.0
1732,Impaired Skin Type #10,0.0
1731,Impaired Skin Type #1,0.0
1730,Impaired Skin Treatment #9,0.0
1977,Midline placed in outside facility,0.0
1729,Impaired Skin Treatment #8,0.0
1728,Impaired Skin Treatment #7,0.0
1996,Multi Lumen Placement Confirmed by X-ray,0.0
1997,Multi Lumen Site Appear,0.0
1722,Impaired Skin Treatment #10,0.0
1715,Impaired Skin Site #4,0.0
2011,Nerve Stimulated,0.0
2012,Neuro Drain #1 Drainage,0.0
2013,Neuro Drain #1 Landmark,0.0
2014,Neuro Drain #1 Level,0.0
2015,Neuro Drain #1 Status,0.0
2016,Neuro Drain #1 Type,0.0
2017,Neuro Drain #2 Drainage,0.0
1998,Multi Lumen Waveform Appear,0.0
2018,Neuro Drain #2 Landmark,0.0
1714,Impaired Skin Site #3,0.0
2019,Neuro Drain #2 Level,0.0
2020,Neuro Drain #2 Status,0.0
2021,Neuro Drain #2 Type,0.0
1713,Impaired Skin Site #2,0.0
1716,Impaired Skin Site #5,0.0
1717,Impaired Skin Site #6,0.0
2010,Negative Insp. Force,0.0
1718,Impaired Skin Site #7,0.0
1719,Impaired Skin Site #8,0.0
2009,Nausea and Vomiting (CIWA),0.0
2008,Nausea and Vomiting (CINA),0.0
1720,Impaired Skin Site #9,0.0
2007,Nasal Congestion,0.0
2006,Nares R,0.0
2005,Nares L,0.0
1721,Impaired Skin Treatment #1,0.0
1806,Incision #7- Treatment,0.0
2003,NIV Mask,0.0
2002,NBP Alarm Source,0.0
2001,Muscle Aches,0.0
1999,Multi Lumen Zero/Calibrate,0.0
1970,Metabolic disturbance NCP - Plan revised,0.0
1969,Metabolic disturbance NCP - Interventions,0.0
1968,Metabolic disturbance NCP - Expected outcomes,0.0
1938,Low Flow Alarm (HeartWare),0.0
1756,Impaired Skin Wound Base #5,0.0
1932,Line Type,0.0
1933,Lines/Tubes,0.0
1935,Living situation,0.0
1936,Lochia Character,0.0
1937,Lochia Estimate,0.0
1755,Impaired Skin Wound Base #4,0.0
1940,Low risk (25-50) interventions,0.0
1754,Impaired Skin Wound Base #3,0.0
1753,Impaired Skin Wound Base #2,0.0
1752,Impaired Skin Wound Base #10,0.0
1751,Impaired Skin Wound Base #1,0.0
1750,Impaired Skin Width #9,0.0
1749,Impaired Skin Width #8,0.0
1931,Level of Consciousness,0.0
1930,Less Restrictive Measures_V1,0.0
1929,Less Restrictive Measures (Behavioral),0.0
1928,Less Restrictive Measures (Acute Med/Surgical),0.0
1927,Less Restrictive Measures,0.0
1925,Leg Raise Result (NICOM),0.0
1757,Impaired Skin Wound Base #6,0.0
1924,Left Ventricular Assit Device Flow,0.0
1758,Impaired Skin Wound Base #7,0.0
1922,Lacrimation,0.0
1921,LUL Lung Sounds,0.0
1920,LUE Temp,0.0
1919,LUE Sensation,0.0
1918,LUE Color,0.0
1917,LU Strength/Movement,0.0
1759,Impaired Skin Wound Base #8,0.0
1916,LLL Lung Sounds,0.0
1939,Low Flow Alarm (VAD),0.0
1941,MAP_ApacheIV,0.0
1735,Impaired Skin Type #4,0.0
1963,Medication Added Units #1 (Peritoneal Dialysis),0.0
1743,Impaired Skin Width #2,0.0
1742,Impaired Skin Width #10,0.0
1960,Medication Added #2 (Peritoneal Dialysis),0.0
1961,Medication Added Amount  #1 (Peritoneal Dialysis),0.0
1962,Medication Added Amount  #2 (Peritoneal Dialysis),0.0
1740,Impaired Skin Type #9,0.0
1739,Impaired Skin Type #8,0.0
1942,MDI #1 Drug,0.0
1738,Impaired Skin Type #7,0.0
1964,Medication Added Units #2 (Peritoneal Dialysis),0.0
1965,Medication Bolus - Adjunctive Pain Management,0.0
1737,Impaired Skin Type #6,0.0
1736,Impaired Skin Type #5,0.0
1966,Medication Infusion Rate - Adjunctive Pain Management,0.0
1745,Impaired Skin Width #4,0.0
1959,Medication Added #1 (Peritoneal Dialysis),0.0
1958,Mean BP (VAD),0.0
1956,MapScore_ApacheIV,0.0
1955,MapApacheIIValue,0.0
1954,MapApacheIIScore,0.0
1953,Manual Blood Pressure Systolic Right,0.0
1952,Manual Blood Pressure Systolic Left,0.0
1951,Manual Blood Pressure Diastolic Right,0.0
1948,MDnoteConsent,0.0
1947,MDI #3 Puff,0.0
1946,MDI #3 Drug,0.0
1945,MDI #2 Puff,0.0
1944,MDI #2 Drug,0.0
1746,Impaired Skin Width #5,0.0
1747,Impaired Skin Width #6,0.0
1748,Impaired Skin Width #7,0.0
2185,Patient/Family Informed_V2,0.0
2322,Pressure ulcer #1- Drainage amount,0.0
2187,PeCO2,0.0
2676,Stroke NCP - Plan revised,0.0
2652,Speed (VAD),0.0
2653,Spiritual Support,0.0
2654,Spont RR,0.0
2656,Spontaneous Movement,0.0
2657,Sputum Amount,0.0
2658,Sputum Color,0.0
2659,Sputum Consistency,0.0
2660,Sputum Source,0.0
2661,StO2,0.0
2662,Status and Comfort,0.0
2663,Status and Comfort (Behavioral),0.0
2664,Stool Color,0.0
2665,Stool Consistency,0.0
2666,Stool Guaiac,0.0
2668,Stool Management,0.0
2673,Stroke NCP - Consults,0.0
2674,Stroke NCP - Expected outcomes,0.0
2651,Speed (RPM) (HeartWare),0.0
2650,Speed (LVAD),0.0
2649,Speed (ECMO),0.0
2634,Small Volume Neb Drug #2,0.0
2627,Skin Condition,0.0
2628,Skin Integrity,0.0
2629,Skin Temperature,0.0
2630,Slope,0.0
2631,Slurred Speech,0.0
2632,Small Volume Neb Dose #2,0.0
2633,Small Volume Neb Drug #1,0.0
2635,Small Volume Neb Drug/Dose #1,0.0
2648,Speed (CH),0.0
2636,Social work consult,0.0
2639,SodiumApacheIIScore,0.0
2640,SodiumApacheIIValue,0.0
2641,SodiumScore_ApacheIV,0.0
2642,Sodium_ApacheIV,0.0
2643,Solution (Peritoneal Dialysis),0.0
2647,Speech,0.0
2675,Stroke NCP - Interventions,0.0
2677,Stroke NCP - Problem,0.0
2719,T High (APRV),0.0
2678,Stroke NCP - Problem resolved,0.0
2700,Surrounding Tissue #4,0.0
2701,Surrounding Tissue #5,0.0
2702,Surrounding Tissue #6,0.0
2703,Surrounding Tissue #7,0.0
2704,Surrounding Tissue #8,0.0
2705,Surrounding Tissue #9,0.0
2706,Sustained Nystagmus,0.0
2708,SvO2 Alarm (Lo) (CH),0.0
2709,SvO2 SQI,0.0
2710,Swallow Eval,0.0
2711,Sweating,0.0
2712,Sweating (COWS),0.0
2713,Sweep (CH),0.0
2714,Sweep (ECMO),0.0
2715,System Integrity,0.0
2716,System controller in primary mode (VAD),0.0
2717,System power module and self test (VAD),0.0
2699,Surrounding Tissue #3,0.0
2698,Surrounding Tissue #2,0.0
2697,Surrounding Tissue #10,0.0
2687,Substance withdrawal NCP - Interventions,0.0
2679,Stroke NCP - Type,0.0
2680,Stroke NCP - Water Swallow,0.0
2681,Stroke NCP - Water Swallow Deferred,0.0
2682,Stroke Volume (SV NICOM),0.0
2683,Stroke Volume Index (SVI NICOM),0.0
2684,Stroke Volume Variation (SVV NICOM),0.0
2686,Substance withdrawal NCP - Expected outcomes,0.0
2688,Substance withdrawal NCP - Plan revised,0.0
2696,Surrounding Tissue #1,0.0
2689,Substance withdrawal NCP - Problem resolved,0.0
2690,Suction events (CH),0.0
2691,Suction events (ECMO),0.0
2692,Suction events (LVAD),0.0
2693,Supine / Side-lying to Sit,0.0
2694,Support Systems,0.0
2695,Surgibra,0.0
2626,Skin Color,0.0
2625,Skin Care,0.0
2624,Skeletal Traction #2 - Pounds,0.0
2623,Skeletal Traction #1 - Pounds,0.0
2560,RrApacheIIScore,0.0
2561,Runny Nose/Tearing (COWS),0.0
2562,SBT Deferred,0.0
2563,SBT Started,0.0
2564,SBT Stopped,0.0
2565,SBT Successfully Completed,0.0
2567,SV (Arterial),0.0
2568,SVI (PiCCO),0.0
2569,SVI Change,0.0
2570,SVRI (PiCCO),0.0
2571,SVV (Arterial),0.0
2572,SVV (PiCCO),0.0
2573,Safety Measures,0.0
2574,Safety Restraints NCP - Expected outcomes,0.0
2575,Safety Restraints NCP - Goal,0.0
2576,Safety Restraints NCP - Interventions,0.0
2577,Safety Restraints NCP - Outcomes met,0.0
2559,Rounds included,0.0
2558,Risk for Falls,0.0
2557,Risk Factors for Pressure Injury,0.0
2545,Restraint/Seclusion Observer Sheet,0.0
2538,Restraint Device (Non-violent),0.0
2539,Restraint Device (Violent),0.0
2540,Restraint Location,0.0
2541,Restraint Location_V1,0.0
2542,Restraint Location_V2,0.0
2543,Restraint Ordered (Non-violent),0.0
2544,Restraint Type,0.0
2546,Restraints (Violent),0.0
2555,Right Ventricular Assist Device Flow,0.0
2547,Restraints Evaluated,0.0
2548,Restraints Evaluated_V1,0.0
2549,Restraints Evaluated_V2,0.0
2550,Restraints Ordered,0.0
2551,Restraints Ordered (Violent),0.0
2552,Return Pressure,0.0
2553,Return Site Observed (Tandem Heart),0.0
2578,Safety Restraints NCP - Plan revised,0.0
2579,Safety Restraints NCP - Problem resolved,0.0
2580,ScvO2 (Presep),0.0
2614,Side  Rails,0.0
2606,Sheath Size,0.0
2607,Sheath Type,0.0
2608,Sheath Waveform Appear,0.0
2609,Sheath Zero/Calibrate,0.0
2610,Sheath placed in outside facility,0.0
2611,Shivering,0.0
2613,Shoulder Shrug,0.0
2615,Side Rails,0.0
2604,Sheath Placement Confirmed by X-ray,0.0
2616,Side Rails (Restraint),0.0
2617,Side Rails_V1,0.0
2618,Side Rails_V2,0.0
2619,Signs of Injury from Intervention,0.0
2620,Sit to Stand,0.0
2621,Site Appearance - Adjunctive Pain Management,0.0
2622,Sitter,0.0
2605,Sheath Site Appear,0.0
2603,Sheath Line Tip Cultured,0.0
2581,ScvO2 (Presep) SQI,0.0
2592,Self harm NCP - Expected outcomes,0.0
2583,Sed Rate,0.0
2584,Sedation goal,0.0
2586,See eMAR for meds,0.0
2587,Seizure,0.0
2588,Seizure Activity,0.0
2589,Seizure Duration,0.0
2590,Seizure Pads,0.0
2593,Self harm NCP - Interventions,0.0
2602,Sheath Line Dressing Occlusive,0.0
2594,Self harm NCP - Outcomes met,0.0
2595,Self harm NCP - Plan revised,0.0
2596,Self harm NCP - Problem resolved,0.0
2597,Sensory Level,0.0
2599,Service,0.0
2600,Sexuality / reproductive problems,0.0
2601,Sheath Line Discontinued,0.0
2718,Systems reviewed,0.0
2720,T Low (APRV),0.0
2536,Restraint (Non-violent),0.0
2863,Undermining Present #3,0.0
2838,Tunneling Present #5,0.0
2839,Tunneling Present #6,0.0
2840,Tunneling Present #7,0.0
2841,Tunneling Present #8,0.0
2842,Tunneling Present #9,0.0
2843,Turn,0.0
2844,Type (Tandem Heart),0.0
2845,Type of Catheter (Impella),0.0
2846,UE Dressing,0.0
2847,UF Heparin (Anti-Xa),0.0
2848,Ulnar Pulse L,0.0
2849,Ulnar Pulse R,0.0
2850,Ultrafiltrate Output,0.0
2858,Unable to obtain,0.0
2859,Unassisted Systole,0.0
2860,Undermining Present #1,0.0
2861,Undermining Present #10,0.0
2837,Tunneling Present #4,0.0
2836,Tunneling Present #3,0.0
2835,Tunneling Present #2,0.0
2824,Triple Introducer Zero/Calibrate,0.0
2817,Tremor (COWS),0.0
2818,Triglyceride,0.0
2819,Triple Introducer Dressing Occlusive,0.0
2820,Triple Introducer Line Tip Cultured,0.0
2821,Triple Introducer Placement Confirmed by X-ray,0.0
2822,Triple Introducer Site Appear,0.0
2823,Triple Introducer Waveform Appear,0.0
2825,Triple Introducer placed in outside facility,0.0
2834,Tunneling Present #10,0.0
2827,Tunneled (Hickman) Dressing Occlusive,0.0
2828,Tunneled (Hickman) Line Discontinued,0.0
2829,Tunneled (Hickman) Line Tip Cultured,0.0
2830,Tunneled (Hickman) Placement Confirmed by X-ray,0.0
2831,Tunneled (Hickman) Site Appear,0.0
2832,Tunneled (Hickman) placed in outside facility,0.0
2833,Tunneling Present #1,0.0
2862,Undermining Present #2,0.0
2864,Undermining Present #4,0.0
2723,TFCd (NICOM),0.0
2865,Undermining Present #5,0.0
2892,Vented,0.0
2894,Ventilator Mode (Hamilton),0.0
2897,Ventilator Type,0.0
2898,Vibration in Line,0.0
2899,Violent Restraints,0.0
2900,Violent Restraints Ordered,0.0
2902,Visual Disturbances,0.0
2903,Visual Field Cut,0.0
2904,Vital Cap,0.0
2905,Volume In (PD),0.0
2909,WBCApacheIIValue,0.0
2910,WBCScore_ApacheIV,0.0
2911,WBC_ApacheIV,0.0
2912,Warming Device,0.0
2913,Warming Device Status,0.0
2914,WbcApacheIIScore,0.0
2915,Yawning,0.0
2889,Vd/Vt Ratio,0.0
2887,Vascular,0.0
2886,Vancomycin (Trough),0.0
2875,Urine Color_y,0.0
2866,Undermining Present #6,0.0
2867,Undermining Present #7,0.0
2868,Undermining Present #8,0.0
2869,Undermining Present #9,0.0
2871,Untoward Effect,0.0
2873,Urinal/Bedpan,0.0
2874,Urine Appearance_y,0.0
2876,Urine Source,0.0
2884,Vacuum Assist,0.0
2877,Urine output_ApacheIV,0.0
2878,UrineScore_ApacheIV,0.0
2879,Use A-aDO2,0.0
2880,Use of assistive devices,0.0
2881,VAD Beat Rate R,0.0
2882,VAP - Prophy,0.0
2883,VEN Lumen Volume,0.0
2815,Tremor (CINA),0.0
2814,Trauma Line placed in outside facility,0.0
2813,Trauma Line Tip Cultured,0.0
2812,Trauma Line Site Appear,0.0
2744,Tandem Heart Return Cannula Size,0.0
2745,Teaching directed toward,0.0
2746,TempApacheIIScore,0.0
2747,TempApacheIIValue,0.0
2748,TempScore_ApacheIV,0.0
2751,Temperature Site,0.0
2752,TemperatureF_ApacheIV,0.0
2753,Temporary AV interval,0.0
2754,Temporary Atrial Capture,0.0
2755,Temporary Atrial Sens,0.0
2756,Temporary Atrial Sens Setting mV,0.0
2757,Temporary Atrial Sens Threshold mV,0.0
2758,Temporary Atrial Stim Setting mA,0.0
2759,Temporary Atrial Stim Threshold mA,0.0
2760,Temporary Pacemaker Mode,0.0
2762,Temporary Pacemaker Type,0.0
2763,Temporary Pacemaker Wire Condition,0.0
2743,Tandem Heart Return Cannula Site Appear,0.0
2742,Tandem Heart Return Cannula Site,0.0
2741,Tandem Heart Return Cannula Repositioned,0.0
2731,Tandem Heart Access Line Position,0.0
2724,TFCd0 (NICOM),0.0
2725,TOF Response,0.0
2726,TOF Twitch,0.0
2727,Tactile Disturbances,0.0
2728,Tandem Heart Access Line Cannula Site,0.0
2729,Tandem Heart Access Line Catheter Length,0.0
2730,Tandem Heart Access Line Dressing Occlusive,0.0
2732,Tandem Heart Access Line Postion Confirmed,0.0
2740,Tandem Heart Return Cannula Position,0.0
2733,Tandem Heart Access Line Pump Housing Checked,0.0
2734,Tandem Heart Access Line Repositioned,0.0
2735,Tandem Heart Access Line Site Appear,0.0
2736,Tandem Heart Access Line Type,0.0
2737,Tandem Heart Flow,0.0
2738,Tandem Heart Return Cannula Dressing Occlusive,0.0
2739,Tandem Heart Return Cannula Migration,0.0
2764,Temporary Pacemaker Wires Atrial,0.0
2765,Temporary Pacemaker Wires Ground,0.0
2767,Temporary Venticular Sens Threshold mV,0.0
2803,Traction/Immobile Location #3,0.0
2796,Trach Tube Size (I.D.),0.0
2797,Trach Tube Type,0.0
2798,Traction/Immobile #1,0.0
2799,Traction/Immobile #2,0.0
2800,Traction/Immobile #3,0.0
2801,Traction/Immobile Location #1,0.0
2802,Traction/Immobile Location #2,0.0
2804,Trans Membrane Pressure,0.0
2793,Total Protein,0.0
2805,Transcutaneous Pacer Placement,0.0
2806,Transfer,0.0
2807,Transpulmonary Pressure (Exp. Hold),0.0
2808,Transpulmonary Pressure (Insp. Hold),0.0
2809,Trauma Line Discontinued,0.0
2810,Trauma Line Dressing Occlusive,0.0
2811,Trauma Line Placement Confirmed by X-ray,0.0
2795,Trach Tube Manufacturer,0.0
2792,Total Peripheral Resistance Index (TPRI) (NICOM),0.0
2769,Temporary Ventricular Capture,0.0
2780,Time spent,0.0
2770,Temporary Ventricular Sens,0.0
2771,Temporary Ventricular Sens Setting mV,0.0
2772,Temporary Ventricular Stim Setting mA,0.0
2773,Test Performed (AM-PAC),0.0
2774,Therapeutic Bed,0.0
2775,Thoracic Fluid Content (TFC) (NICOM),0.0
2776,Thrombin_y,0.0
2781,Timespent,0.0
2791,Total Peripheral Resistance (TPR) (NICOM),0.0
2782,Tobacco Use History,0.0
2783,Tobacco use,0.0
2784,Tobramycin (Peak),0.0
2785,Tobramycin (Random),0.0
2786,Toileting,0.0
2787,Tongue,0.0
2789,Total Granulocyte Count (TGC),0.0
2537,Restraint Device (Non-Violent),0.0
2535,Restlessness (COWS),0.0
2188,Peak Exp Flow Rate,0.0
2321,Pressure ulcer #1- Drainage,0.0
2301,Pressure Ulcer #8- Treatment,0.0
2302,Pressure Ulcer #8- Type,0.0
2303,Pressure Ulcer #8- Width,0.0
2304,Pressure Ulcer #9- Depth,0.0
2305,Pressure Ulcer #9- Location,0.0
2306,Pressure Ulcer #9- Treatment,0.0
2307,Pressure Ulcer #9- Type,0.0
2308,Pressure Ulcer #9- Width,0.0
2309,Pressure Ulcer Present,0.0
2311,Pressure Ulcer Stage #10,0.0
2313,Pressure Ulcer Stage #3,0.0
2314,Pressure Ulcer Stage #4,0.0
2315,Pressure Ulcer Stage #5,0.0
2316,Pressure Ulcer Stage #6,0.0
2317,Pressure Ulcer Stage #7,0.0
2318,Pressure Ulcer Stage #8,0.0
2319,Pressure Ulcer Stage #9,0.0
2300,Pressure Ulcer #8- Location,0.0
2299,Pressure Ulcer #8- Depth,0.0
2298,Pressure Ulcer #7- Width,0.0
2288,Pressure Ulcer #5- Width,0.0
2281,Pressure Ulcer #4- Treatment,0.0
2282,Pressure Ulcer #4- Type,0.0
2283,Pressure Ulcer #4- Width,0.0
2284,Pressure Ulcer #5- Depth,0.0
2285,Pressure Ulcer #5- Location,0.0
2286,Pressure Ulcer #5- Treatment,0.0
2287,Pressure Ulcer #5- Type,0.0
2289,Pressure Ulcer #6- Depth,0.0
2297,Pressure Ulcer #7- Type,0.0
2290,Pressure Ulcer #6- Location,0.0
2291,Pressure Ulcer #6- Treatment,0.0
2292,Pressure Ulcer #6- Type,0.0
2293,Pressure Ulcer #6- Width,0.0
2294,Pressure Ulcer #7- Depth,0.0
2295,Pressure Ulcer #7- Location,0.0
2296,Pressure Ulcer #7- Treatment,0.0
2320,Pressure ulcer #1- Cleanse,0.0
1644,Impaired Skin #8- Type,0.0
2363,Pressure ulcer #4- Cleanse,0.0
2323,Pressure ulcer #1- Dressing status,0.0
2345,Pressure ulcer #2- Length,0.0
2346,Pressure ulcer #2- Odor,0.0
2347,Pressure ulcer #2- Stage,0.0
2348,Pressure ulcer #2- Surrounding tissue,0.0
2349,Pressure ulcer #2- Tunneling present,0.0
2350,Pressure ulcer #2- Undermining present,0.0
2351,Pressure ulcer #2- Wound Base,0.0
2352,Pressure ulcer #3- Cleanse,0.0
2353,Pressure ulcer #3- Drainage,0.0
2354,Pressure ulcer #3- Drainage amount,0.0
2355,Pressure ulcer #3- Dressing status,0.0
2356,Pressure ulcer #3- Length,0.0
2357,Pressure ulcer #3- Odor,0.0
2358,Pressure ulcer #3- Stage,0.0
2359,Pressure ulcer #3- Surrounding tissue,0.0
2360,Pressure ulcer #3- Tunneling present,0.0
2361,Pressure ulcer #3- Undermining present,0.0
2344,Pressure ulcer #2- Dressing status,0.0
2343,Pressure ulcer #2- Drainage amount,0.0
2342,Pressure ulcer #2- Drainage,0.0
